collatz_weight,c_real,status,final_real,final_imag,max_abs,tail_max_delta
1.000000,0.199844271413,bounded,0.998698273698,0,1,0.997093152012
1.000000,0.201935483871,bounded,0.998651022064,0,1,0.99697733899
1.000000,0.204026696329,bounded,0.998602601029,0,1,0.996858171028
1.000000,0.206117908788,bounded,0.998552995011,0,1,0.996735585763
1.000000,0.208209121246,bounded,0.998502188374,0,1,0.996609520236
1.000000,0.210300333704,bounded,0.998450165426,0,1,0.996479910888
1.000000,0.212391546162,bounded,0.998396910411,0,1,0.996346693555
1.000000,0.214482758621,bounded,0.998342407512,0,1,0.99620980346
1.000000,0.216573971079,bounded,0.998286640845,0,1,0.996069175215
1.000000,0.218665183537,bounded,0.998229594454,0,1,0.995924742805
1.000000,0.220756395996,bounded,0.998171252313,0,1,0.995776439594
1.000000,0.222847608454,bounded,0.998111598318,0,1,0.995624198312
1.000000,0.224938820912,bounded,0.998050616283,0,1,0.99546795105
1.000000,0.22703003337,bounded,0.997988289941,0,1,0.995307629256
1.000000,0.229121245829,bounded,0.997924602935,0,1,0.995143163728
1.000000,0.231212458287,bounded,0.997859538816,0,1,0.994974484608
1.000000,0.233303670745,bounded,0.997793081042,0,1,0.994801521375
1.000000,0.235394883204,bounded,0.997725212966,0,1,0.994624202839
1.000000,0.237486095662,bounded,0.99765591784,0,1,0.994442457131
1.000000,0.23957730812,bounded,0.997585178803,0,1,0.994256211702
1.000000,0.241668520578,bounded,0.997512978884,0,1,0.99406539331
1.000000,0.243759733037,bounded,0.997439300989,0,1,0.993869928015
1.000000,0.245850945495,bounded,0.997364127901,0,1,0.993669741173
1.000000,0.247942157953,bounded,0.997287442274,0,1,0.993464757423
1.000000,0.250033370412,bounded,0.997209226628,0,1,0.993254900686
1.000000,0.25212458287,bounded,0.99712946334,0,1,0.99304009415
1.000000,0.254215795328,bounded,0.997048134643,0,1,0.992820260266
1.000000,0.256307007786,bounded,0.996965222617,0,1,0.992595320738
1.000000,0.258398220245,bounded,0.996880709184,0,1,0.992365196514
1.000000,0.260489432703,bounded,0.996794576101,0,1,0.992129807775
1.000000,0.262580645161,bounded,0.996706804957,0,1,0.99188907393
1.000000,0.26467185762,bounded,0.996617377159,0,1,0.991642913603
1.000000,0.266763070078,bounded,0.996526273935,0,1,0.991391244624
1.000000,0.268854282536,bounded,0.996433476318,0,1,0.991133984018
1.000000,0.270945494994,bounded,0.996338965145,0,1,0.990871047997
1.000000,0.273036707453,bounded,0.996242721046,0,1,0.990602351948
1.000000,0.275127919911,bounded,0.996144724439,0,1,0.990327810422
1.000000,0.277219132369,bounded,0.996044955521,0,1,0.990047337123
1.000000,0.279310344828,bounded,0.99594339426,0,1,0.989760844896
1.000000,0.281401557286,bounded,0.995840020387,0,1,0.989468245718
1.000000,0.283492769744,bounded,0.995734813388,0,1,0.989169450683
1.000000,0.285583982202,bounded,0.995627752495,0,1,0.98886436999
1.000000,0.287675194661,bounded,0.995518816677,0,1,0.988552912935
1.000000,0.289766407119,bounded,0.995407984634,0,1,0.988234987889
1.000000,0.291857619577,bounded,0.995295234781,0,1,0.987910502296
1.000000,0.293948832036,bounded,0.995180545247,0,1,0.98757936265
1.000000,0.296040044494,bounded,0.995063893858,0,1,0.987241474488
1.000000,0.298131256952,bounded,0.994945258132,0,1,0.98689674237
1.000000,0.30022246941,bounded,0.994824615265,0,1,0.98654506987
1.000000,0.302313681869,bounded,0.994701942124,0,1,0.986186359557
1.000000,0.304404894327,bounded,0.994577215236,0,1,0.985820512984
1.000000,0.306496106785,bounded,0.994450410773,0,1,0.985447430667
1.000000,0.308587319244,bounded,0.994321504545,0,1,0.985067012072
1.000000,0.310678531702,bounded,0.99419047199,0,1,0.984679155602
1.000000,0.31276974416,bounded,0.994057288154,0,1,0.984283758573
1.000000,0.314860956618,bounded,0.993921927689,0,1,0.983880717202
1.000000,0.316952169077,bounded,0.993784364835,0,1,0.983469926589
1.000000,0.319043381535,bounded,0.993644573407,0,1,0.983051280697
1.000000,0.321134593993,bounded,0.993502526786,0,1,0.982624672335
1.000000,0.323225806452,bounded,0.993358197902,0,1,0.982189993138
1.000000,0.32531701891,bounded,0.993211559222,0,1,0.981747133549
1.000000,0.327408231368,bounded,0.993062582735,0,1,0.981295982797
1.000000,0.329499443826,bounded,0.992911239942,0,1,0.98083642888
1.000000,0.331590656285,bounded,0.992757501834,0,1,0.980368358541
1.000000,0.333681868743,bounded,0.992601338886,0,1,0.979891657246
1.000000,0.335773081201,bounded,0.992442721034,0,1,0.979406209167
1.000000,0.33786429366,bounded,0.992281617663,0,1,0.978911897152
1.000000,0.339955506118,bounded,0.992117997592,0,1,0.978408602711
1.000000,0.342046718576,bounded,0.991951829056,0,1,0.977896205982
1.000000,0.344137931034,bounded,0.991783079689,0,1,0.977374585716
1.000000,0.346229143493,bounded,0.991611716508,0,1,0.976843619246
1.000000,0.348320355951,bounded,0.991437705896,0,1,0.976303182465
1.000000,0.350411568409,bounded,0.991261013582,0,1,0.975753149797
1.000000,0.352502780868,bounded,0.991081604624,0,1,0.975193394173
1.000000,0.354593993326,bounded,0.990899443391,0,1,0.974623787
1.000000,0.356685205784,bounded,0.990714493542,0,1,0.974044198138
1.000000,0.358776418242,bounded,0.990526718008,0,1,0.973454495864
1.000000,0.360867630701,bounded,0.990336078971,0,1,0.972854546847
1.000000,0.362958843159,bounded,0.990142537842,0,1,0.972244216118
1.000000,0.365050055617,bounded,0.989946055244,0,1,0.971623367035
1.000000,0.367141268076,bounded,0.989746590986,0,1,0.970991861254
1.000000,0.369232480534,bounded,0.989544104043,0,1,0.970349558695
1.000000,0.371323692992,bounded,0.989338552535,0,1,0.969696317505
1.000000,0.373414905451,bounded,0.989129893699,0,1,0.96903199403
1.000000,0.375506117909,bounded,0.98891808387,0,1,0.968356442773
1.000000,0.377597330367,bounded,0.988703078456,0,1,0.967669516361
1.000000,0.379688542825,bounded,0.988484831909,0,1,0.966971065504
1.000000,0.381779755284,bounded,0.988263297705,0,1,0.966260938961
1.000000,0.383870967742,bounded,0.988038428316,0,1,0.965538983495
1.000000,0.3859621802,bounded,0.987810175181,0,1,0.964805043836
1.000000,0.388053392659,bounded,0.987578488682,0,1,0.964058962638
1.000000,0.390144605117,bounded,0.987343318114,0,1,0.963300580436
1.000000,0.392235817575,bounded,0.987104611656,0,1,0.9625297356
1.000000,0.394327030033,bounded,0.986862316345,0,1,0.961746264293
1.000000,0.396418242492,bounded,0.98661637804,0,1,0.960950000422
1.000000,0.39850945495,bounded,0.986366741398,0,1,0.960140775588
1.000000,0.400600667408,bounded,0.986113349836,0,1,0.959318419044
1.000000,0.402691879867,bounded,0.985856145504,0,1,0.958482757634
1.000000,0.404783092325,bounded,0.985595069248,0,1,0.957633615749
1.000000,0.406874304783,bounded,0.985330060577,0,1,0.956770815271
1.000000,0.408965517241,bounded,0.98506105763,0,1,0.955894175517
1.000000,0.4110567297,bounded,0.984787997138,0,1,0.955003513182
1.000000,0.413147942158,bounded,0.984510814389,0,1,0.954098642281
1.000000,0.415239154616,bounded,0.98422944319,0,1,0.953179374093
1.000000,0.417330367075,bounded,0.983943815827,0,1,0.952245517092
1.000000,0.419421579533,bounded,0.983653863028,0,1,0.95129687689
1.000000,0.421512791991,bounded,0.983359513922,0,1,0.950333256167
1.000000,0.423604004449,bounded,0.983060695996,0,1,0.94935445461
1.000000,0.425695216908,bounded,0.982757335053,0,1,0.948360268834
1.000000,0.427786429366,bounded,0.982449355172,0,1,0.947350492323
1.000000,0.429877641824,bounded,0.982136678656,0,1,0.946324915346
1.000000,0.431968854283,bounded,0.981819225994,0,1,0.945283324887
1.000000,0.434060066741,bounded,0.981496915807,0,1,0.944225504568
1.000000,0.436151279199,bounded,0.981169664804,0,1,0.943151234565
1.000000,0.438242491657,bounded,0.980837387732,0,1,0.942060291529
1.000000,0.440333704116,bounded,0.980499997323,0,1,0.940952448501
1.000000,0.442424916574,bounded,0.980157404243,0,1,0.939827474822
1.000000,0.444516129032,bounded,0.979809517039,0,1,0.938685136045
1.000000,0.446607341491,bounded,0.979456242082,0,1,0.937525193842
1.000000,0.448698553949,bounded,0.979097483512,0,1,0.936347405906
1.000000,0.450789766407,bounded,0.978733143178,0,1,0.935151525855
1.000000,0.452880978865,bounded,0.97836312058,0,1,0.933937303131
1.000000,0.454972191324,bounded,0.977987312806,0,1,0.93270448289
1.000000,0.457063403782,bounded,0.977605614471,0,1,0.931452805899
1.000000,0.45915461624,bounded,0.977217917648,0,1,0.93018200842
1.000000,0.461245828699,bounded,0.976824111807,0,1,0.9288918221
1.000000,0.463337041157,bounded,0.976424083739,0,1,0.927581973844
1.000000,0.465428253615,bounded,0.976017717492,0,1,0.9262521857
1.000000,0.467519466073,bounded,0.975604894295,0,1,0.924902174728
1.000000,0.469610678532,bounded,0.975185492482,0,1,0.92353165287
1.000000,0.47170189099,bounded,0.974759387418,0,1,0.922140326814
1.000000,0.473793103448,bounded,0.974326451417,0,1,0.920727897853
1.000000,0.475884315907,bounded,0.973886553661,0,1,0.919294061745
1.000000,0.477975528365,bounded,0.973439560118,0,1,0.917838508558
1.000000,0.480066740823,bounded,0.972985333451,0,1,0.916360922517
1.000000,0.482157953281,bounded,0.97252373293,0,1,0.914860981849
1.000000,0.48424916574,bounded,0.972054614344,0,1,0.91333835861
1.000000,0.486340378198,bounded,0.971577829898,0,1,0.91179271852
1.000000,0.488431590656,bounded,0.971093228123,0,1,0.910223720781
1.000000,0.490522803115,bounded,0.970600653767,0,1,0.908631017901
1.000000,0.492614015573,bounded,0.970099947697,0,1,0.907014255496
1.000000,0.494705228031,bounded,0.969590946788,0,1,0.905373072099
1.000000,0.496796440489,bounded,0.969073483812,0,1,0.903707098953
1.000000,0.498887652948,bounded,0.968547387321,0,1,0.902015959804
1.000000,0.500978865406,bounded,0.968012481531,0,1,0.900299270678
1.000000,0.503070077864,bounded,0.967468586198,0,1,0.898556639655
1.000000,0.505161290323,bounded,0.96691551649,0,1,0.896787666637
1.000000,0.507252502781,bounded,0.966353082854,0,1,0.894991943099
1.000000,0.509343715239,bounded,0.965781090882,0,1,0.893169051839
1.000000,0.511434927697,bounded,0.965199341172,0,1,0.891318566714
1.000000,0.513526140156,bounded,0.964607629173,0,1,0.889440052365
1.000000,0.515617352614,bounded,0.964005745045,0,1,0.887533063933
1.000000,0.517708565072,bounded,0.963393473494,0,1,0.885597146767
1.000000,0.519799777531,bounded,0.96277059361,0,1,0.883631836114
1.000000,0.521890989989,bounded,0.962136878702,0,1,0.881636656799
1.000000,0.523982202447,bounded,0.961492096119,0,1,0.879611122896
1.000000,0.526073414905,bounded,0.960836007069,0,1,0.877554737377
1.000000,0.528164627364,bounded,0.96016836643,0,1,0.875466991757
1.000000,0.530255839822,bounded,0.959488922553,0,1,0.873347365715
1.000000,0.53234705228,bounded,0.958797417058,0,1,0.871195326705
1.000000,0.534438264739,bounded,0.958093584619,0,1,0.869010329545
1.000000,0.536529477197,bounded,0.957377152749,0,1,0.866791815997
1.000000,0.538620689655,bounded,0.95664784156,0,1,0.864539214314
1.000000,0.540711902113,bounded,0.955905363531,0,1,0.862251938786
1.000000,0.542803114572,bounded,0.955149423252,0,1,0.85992938925
1.000000,0.54489432703,bounded,0.954379717168,0,1,0.857570950585
1.000000,0.546985539488,bounded,0.9535959333,0,1,0.855175992181
1.000000,0.549076751947,bounded,0.952797750967,0,1,0.852743867389
1.000000,0.551167964405,bounded,0.951984840482,0,1,0.850273912939
1.000000,0.553259176863,bounded,0.951156862848,0,1,0.847765448334
1.000000,0.555350389321,bounded,0.950313469428,0,1,0.845217775215
1.000000,0.55744160178,bounded,0.949454301605,0,1,0.842630176691
1.000000,0.559532814238,bounded,0.948578990429,0,1,0.840001916645
1.000000,0.561624026696,bounded,0.947687156239,0,1,0.837332238998
1.000000,0.563715239155,bounded,0.946778408276,0,1,0.834620366937
1.000000,0.565806451613,bounded,0.945852344268,0,1,0.831865502111
1.000000,0.567897664071,bounded,0.94490855,0,1,0.829066823775
1.000000,0.569988876529,bounded,0.943946598865,0,1,0.826223487897
1.000000,0.572080088988,bounded,0.94296605138,0,1,0.823334626217
1.000000,0.574171301446,bounded,0.941966454689,0,1,0.820399345255
1.000000,0.576262513904,bounded,0.940947342037,0,1,0.817416725261
1.000000,0.578353726363,bounded,0.939908232208,0,1,0.81438581912
1.000000,0.580444938821,bounded,0.938848628946,0,1,0.811305651182
1.000000,0.582536151279,bounded,0.937768020329,0,1,0.808175216033
1.000000,0.584627363737,bounded,0.936665878121,0,1,0.8049934772
1.000000,0.586718576196,bounded,0.935541657079,0,1,0.801759365771
1.000000,0.588809788654,bounded,0.934394794222,0,1,0.798471778947
1.000000,0.590901001112,bounded,0.93322470806,0,1,0.795129578496
1.000000,0.592992213571,bounded,0.932030797771,0,1,0.791731589119
1.000000,0.595083426029,bounded,0.930812442337,0,1,0.788276596724
1.000000,0.597174638487,bounded,0.929568999618,0,1,0.784763346575
1.000000,0.599265850945,bounded,0.928299805375,0,1,0.781190541343
1.000000,0.601357063404,bounded,0.927004172223,0,1,0.777556839023
1.000000,0.603448275862,bounded,0.925681388532,0,1,0.773860850716
1.000000,0.60553948832,bounded,0.924330717235,0,1,0.770101138271
1.000000,0.607630700779,bounded,0.922951394576,0,1,0.76627621176
1.000000,0.609721913237,bounded,0.921542628762,0,1,0.762384526792
1.000000,0.611813125695,bounded,0.920103598526,0,1,0.758424481634
1.000000,0.613904338154,bounded,0.918633451588,0,1,0.754394414134
1.000000,0.615995550612,bounded,0.917131303012,0,1,0.750292598424
1.000000,0.61808676307,bounded,0.915596233435,0,1,0.746117241383
1.000000,0.620177975528,bounded,0.914027287174,0,1,0.741866478837
1.000000,0.622269187987,bounded,0.91242347019,0,1,0.737538371484
1.000000,0.624360400445,bounded,0.910783747888,0,1,0.733130900491
1.000000,0.626451612903,bounded,0.90910704276,0,1,0.728641962767
1.000000,0.628542825362,bounded,0.90739223183,0,1,0.724069365847
1.000000,0.63063403782,bounded,0.905638143902,0,1,0.719410822373
1.000000,0.632725250278,bounded,0.903843556571,0,1,0.714663944116
1.000000,0.634816462736,bounded,0.902007192998,0,1,0.709826235501
1.000000,0.636907675195,bounded,0.900127718394,0,1,0.704895086573
1.000000,0.638998887653,bounded,0.89820373621,0,1,0.69986776536
1.000000,0.641090100111,bounded,0.896233783983,0,1,0.694741409545
1.000000,0.64318131257,bounded,0.894216328803,0,1,0.689513017392
1.000000,0.645272525028,bounded,0.892149762359,0,1,0.684179437823
1.000000,0.647363737486,bounded,0.890032395522,0,1,0.678737359558
1.000000,0.649454949944,bounded,0.887862452396,0,1,0.673183299201
1.000000,0.651546162403,bounded,0.885638063779,0,1,0.667513588149
1.000000,0.653637374861,bounded,0.883357259964,0,1,0.661724358169
1.000000,0.655728587319,bounded,0.881017962791,0,1,0.655811525476
1.000000,0.657819799778,bounded,0.878617976849,0,1,0.649770773125
1.000000,0.659911012236,bounded,0.876154979722,0,1,0.643597531474
1.000000,0.662002224694,bounded,0.873626511143,0,1,0.637286956465
1.000000,0.664093437152,bounded,0.871029960899,0,1,0.630833905413
1.000000,0.666184649611,bounded,0.868362555308,0,1,0.624232909938
1.000000,0.668275862069,bounded,0.865621342064,0,1,0.617478145615
1.000000,0.670367074527,bounded,0.862803173182,0,1,0.610563397848
1.000000,0.672458286986,bounded,0.859904685754,0,1,0.603482023354
1.000000,0.674549499444,bounded,0.856922280169,0,1,0.596226906563
1.000000,0.676640711902,bounded,0.853852095352,0,1,0.588790410071
1.000000,0.67873192436,bounded,0.850689980519,0,1,0.581164318121
1.000000,0.680823136819,bounded,0.847431462825,0,1,0.573339771866
1.000000,0.682914349277,bounded,0.844071710147,0,1,0.5653071949
1.000000,0.685005561735,bounded,0.840605488066,0,1,0.557056207183
1.000000,0.687096774194,bounded,0.837027109895,0,1,0.548575525078
1.000000,0.689187986652,bounded,0.833330378344,0,1,0.539852844628
1.000000,0.69127919911,bounded,0.829508516996,0,1,0.530874704483
1.000000,0.693370411568,bounded,0.825554089359,0,1,0.521626323964
1.000000,0.695461624027,bounded,0.821458902587,0,1,0.512091410464
1.000000,0.697552836485,bounded,0.817213892152,0,1,0.502251928761
1.000000,0.699644048943,bounded,0.812808982636,0,1,0.49208782256
1.000000,0.701735261402,bounded,0.808232918269,0,1,0.481576675524
1.000000,0.70382647386,bounded,0.80347305473,0,1,0.470693294845
1.000000,0.705917686318,bounded,0.798515100774,0,1,0.459409194454
1.000000,0.708008898776,bounded,0.793342793987,0,1,0.447691946488
1.000000,0.710100111235,bounded,0.787937488837,0,1,0.435504357351
1.000000,0.712191323693,bounded,0.782277626034,0,1,0.422803406396
1.000000,0.714282536151,bounded,0.776338038381,0,1,0.40953885758
1.000000,0.71637374861,bounded,0.770089026752,0,1,0.395651411375
1.000000,0.718464961068,bounded,0.763495105369,0,1,0.381070195291
1.000000,0.720556173526,bounded,0.756513258657,0,1,0.365709277526
1.000000,0.722647385984,bounded,0.749090454274,0,1,0.349462692998
1.000000,0.724738598443,bounded,0.741159982102,0,1,0.332197121274
1.000000,0.726829810901,bounded,0.732635859215,0,1,0.313740696506
1.000000,0.728921023359,bounded,0.723403879729,0,1,0.293865107602
1.000000,0.731012235818,bounded,0.713306459092,0,1,0.272255293632
1.000000,0.733103448276,bounded,0.7021150394,0,1,0.248454341387
1.000000,0.735194660734,bounded,0.689475030865,0,1,0.22175439751
1.000000,0.737285873192,bounded,0.674785502429,0,1,0.19096679266
1.000000,0.739377085651,bounded,0.656957419396,0,1,0.154024049662
1.000000,0.741468298109,bounded,0.634542944539,0,1,0.108541168924
1.000000,0.743559510567,bounded,0.609942848723,0,1,0.0592329716785
1.000000,0.745650723026,bounded,0.593437802428,0,1,0.0236797123266
1.000000,0.747741935484,bounded,0.587602906113,0,1,0.00762547919337
1.000000,0.749833147942,bounded,0.586916852342,0,1,0.00219001773319
1.000000,0.7519243604,bounded,0.58787500233,0,1,0.000589077055274
1.000000,0.754015572859,bounded,0.58928287836,0,1,0.00015152168585
1.000000,0.756106785317,bounded,0.590810674111,0,1,3.76380152777e-05
1.000000,0.758197997775,bounded,0.592375841163,0,1,9.07622313018e-06
1.000000,0.760289210234,bounded,0.593959014619,0,1,2.13122922765e-06
1.000000,0.762380422692,bounded,0.595555965614,0,1,4.88208857452e-07
1.000000,0.76447163515,bounded,0.597165932192,0,1,1.09227449308e-07
1.000000,0.766562847608,bounded,0.598788921019,0,1,2.38845641043e-08
1.000000,0.768654060067,bounded,0.600425106965,0,1,5.10673814347e-09
1.000000,0.770745272525,bounded,0.602074703862,0,1,1.06783282217e-09
1.000000,0.772836484983,converged,0.603737937586,0,1,2.18385753925e-10
1.000000,0.774927697442,converged,0.605415040696,0,1,4.36803926362e-11
1.000000,0.7770189099,converged,0.607106251505,0,1,8.54294412989e-12
1.000000,0.779110122358,converged,0.608811814039,0,1,1.63413726995e-12
1.000000,0.781201334816,converged,0.610531978166,0,1,3.05311331772e-13
1.000000,0.783292547275,converged,0.612266999775,0,1,5.60662627436e-14
1.000000,0.785383759733,converged,0.61401714096,0,1,1.0325074129e-14
1.000000,0.787474972191,converged,0.615782670214,0,1,1.55431223448e-15
1.000000,0.78956618465,converged,0.617563862635,0,1,4.4408920985e-16
1.000000,0.791657397108,converged,0.619361000132,0,1,3.33066907388e-16
1.000000,0.793748609566,converged,0.621174371643,0,1,6.66133814775e-16
1.000000,0.795839822024,converged,0.623004273365,0,1,5.55111512313e-16
1.000000,0.797931034483,converged,0.624851008986,0,1,6.66133814775e-16
1.000000,0.800022246941,converged,0.626714889929,0,1,1.11022302463e-16
1.000000,0.802113459399,converged,0.628596235609,0,1,3.33066907388e-16
1.000000,0.804204671858,converged,0.630495373692,0,1,2.22044604925e-16
1.000000,0.806295884316,converged,0.632412640372,0,1,0
1.000000,0.808387096774,converged,0.634348380655,0,1,0
1.000000,0.810478309232,converged,0.636302948656,0,1,7.77156117238e-16
1.000000,0.812569521691,converged,0.638276707905,0,1,3.33066907388e-16
1.000000,0.814660734149,converged,0.64027003167,0,1,7.77156117238e-16
1.000000,0.816751946607,converged,0.642283303289,0,1,1.11022302463e-16
1.000000,0.818843159066,converged,0.644316916517,0,1,5.55111512313e-16
1.000000,0.820934371524,converged,0.646371275886,0,1,0
1.000000,0.823025583982,converged,0.648446797082,0,1,0
1.000000,0.82511679644,converged,0.650543907338,0,1,0
1.000000,0.827208008899,converged,0.652663045837,0,1,1.11022302463e-16
1.000000,0.829299221357,converged,0.654804664142,0,1,2.22044604925e-16
1.000000,0.831390433815,converged,0.656969226632,0,1,1.11022302463e-16
1.000000,0.833481646274,converged,0.659157210967,0,1,3.33066907388e-16
1.000000,0.835572858732,converged,0.661369108567,0,1,2.22044604925e-16
1.000000,0.83766407119,converged,0.663605425112,0,1,3.33066907388e-16
1.000000,0.839755283648,converged,0.665866681061,0,1,1.11022302463e-16
1.000000,0.841846496107,converged,0.668153412202,0,1,3.33066907388e-16
1.000000,0.843937708565,converged,0.670466170209,0,1,3.33066907388e-16
1.000000,0.846028921023,converged,0.672805523242,0,1,3.33066907388e-16
1.000000,0.848120133482,converged,0.67517205656,0,1,0
1.000000,0.85021134594,converged,0.67756637316,0,1,1.11022302463e-16
1.000000,0.852302558398,converged,0.679989094454,0,1,2.22044604925e-16
1.000000,0.854393770857,converged,0.682440860964,0,1,4.4408920985e-16
1.000000,0.856484983315,converged,0.684922333051,0,1,2.22044604925e-16
1.000000,0.858576195773,converged,0.687434191678,0,1,0
1.000000,0.860667408231,converged,0.689977139206,0,1,2.22044604925e-16
1.000000,0.86275862069,converged,0.692551900217,0,1,1.11022302463e-16
1.000000,0.864849833148,converged,0.695159222382,0,1,0
1.000000,0.866941045606,converged,0.69779987736,0,1,1.11022302463e-16
1.000000,0.869032258065,converged,0.700474661742,0,1,1.11022302463e-16
